"","Plot","Patch","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","year","day","patcharea","nnd","bufferarea","ifm","tbufferarea"
"22117","3",135,"11/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,22,2015-11-02,"2015","02",0.334265458,1.61316738101648,13.858272054,12.7320273268834,14.192537512
"22118","3",135,"11/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,22,2015-11-02,"2015","02",0.334265458,2.05755510258274,2.044627039,1.61072485117492,2.378892497
"22119","3",135,"8/10/2015",2,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",0.334265458,1.61316738101648,13.858272054,12.7320273268834,14.192537512
"22120","3",135,"8/10/2015",2,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",0.334265458,2.05755510258274,2.044627039,1.61072485117492,2.378892497
"22127","3",146,"5/18/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,10,2015-05-18,"2015","18",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22130","3",146,"6/15/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,12,2015-06-15,"2015","15",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22132","3",146,"4/20/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,8,2015-04-20,"2015","20",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22133","3",146,"7/27/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,15,2015-07-27,"2015","27",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22134","3",146,"5/4/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,9,2015-05-04,"2015","04",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22136","3",146,"8/25/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,17,2015-08-25,"2015","25",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22137","3",146,"8/10/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22139","3",146,"11/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,22,2015-11-02,"2015","02",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22140","3",146,"4/6/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,7,2015-04-06,"2015","06",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22141","3",146,"10/5/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,20,2015-10-05,"2015","05",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22142","3",146,"7/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,13,2015-07-02,"2015","02",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22143","3",146,"3/23/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,6,2015-03-23,"2015","23",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22144","3",146,"6/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,11,2015-06-01,"2015","01",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22145","3",146,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,21,2015-10-20,"2015","20",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22146","3",146,"9/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,19,2015-09-22,"2015","22",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22148","3",146,"9/4/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,18,2015-09-04,"2015","04",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22149","3",146,"7/13/2015",0,0,0,0,0,0,0,0,1,1,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,14,2015-07-13,"2015","13",1.099557429,1.61316738101648,12.234304271,12.6975476815778,13.3338617
"22180","3",20,"5/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,10,2015-05-18,"2015","18",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22181","3",20,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,21,2015-10-20,"2015","20",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22183","3",20,"4/6/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,7,2015-04-06,"2015","06",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22184","3",20,"9/4/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,18,2015-09-04,"2015","04",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22186","3",20,"8/10/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22187","3",20,"3/23/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,6,2015-03-23,"2015","23",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22188","3",20,"5/4/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,9,2015-05-04,"2015","04",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22189","3",20,"11/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,22,2015-11-02,"2015","02",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22191","3",20,"6/15/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,12,2015-06-15,"2015","15",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22193","3",20,"7/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,14,2015-07-13,"2015","13",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22195","3",20,"6/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,11,2015-06-01,"2015","01",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22197","3",20,"4/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,8,2015-04-20,"2015","20",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22198","3",20,"7/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,13,2015-07-02,"2015","02",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22199","3",20,"7/27/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,15,2015-07-27,"2015","27",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22200","3",20,"9/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,19,2015-09-22,"2015","22",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22202","3",20,"8/25/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,17,2015-08-25,"2015","25",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22203","3",20,"10/5/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,20,2015-10-05,"2015","05",0.053014376,1.08293166885477,7.394916407,10.7523821361332,7.447930783
"22204","3",21,"9/4/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,18,2015-09-04,"2015","04",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22205","3",21,"3/23/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,6,2015-03-23,"2015","23",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22206","3",21,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,21,2015-10-20,"2015","20",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22209","3",21,"7/27/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,15,2015-07-27,"2015","27",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22212","3",21,"4/6/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,7,2015-04-06,"2015","06",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22213","3",21,"8/25/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,17,2015-08-25,"2015","25",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22214","3",21,"5/4/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,9,2015-05-04,"2015","04",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22215","3",21,"4/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,8,2015-04-20,"2015","20",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22216","3",21,"6/15/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,12,2015-06-15,"2015","15",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22217","3",21,"9/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,19,2015-09-22,"2015","22",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22218","3",21,"6/1/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,11,2015-06-01,"2015","01",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22219","3",21,"8/10/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22221","3",21,"7/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,13,2015-07-02,"2015","02",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22224","3",21,"7/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,14,2015-07-13,"2015","13",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22225","3",21,"10/5/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,20,2015-10-05,"2015","05",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22226","3",21,"11/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,22,2015-11-02,"2015","02",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22227","3",21,"5/18/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,10,2015-05-18,"2015","18",0.012566371,1.08293166885477,7.346850039,11.1166629942436,7.35941641
"22228","3",22,"7/27/2015",0,3,1,0,0,1,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,15,2015-07-27,"2015","27",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22229","3",22,"9/4/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,18,2015-09-04,"2015","04",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22231","3",22,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,21,2015-10-20,"2015","20",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22234","3",22,"7/13/2015",0,4,0,0,0,1,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,14,2015-07-13,"2015","13",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22236","3",22,"4/6/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,7,2015-04-06,"2015","06",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22237","3",22,"6/1/2015",0,0,1,0,0,1,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,11,2015-06-01,"2015","01",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22238","3",22,"3/23/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,6,2015-03-23,"2015","23",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22239","3",22,"5/4/2015",0,1,0,0,0,1,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,9,2015-05-04,"2015","04",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22240","3",22,"8/10/2015",0,0,0,0,0,1,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22241","3",22,"6/15/2015",0,0,0,0,0,1,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,12,2015-06-15,"2015","15",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22243","3",22,"11/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,22,2015-11-02,"2015","02",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22244","3",22,"10/5/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,20,2015-10-05,"2015","05",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22245","3",22,"4/20/2015",2,0,0,0,0,1,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,8,2015-04-20,"2015","20",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22247","3",22,"7/2/2015",12,2,0,0,0,1,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,13,2015-07-02,"2015","02",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22248","3",22,"8/25/2015",0,0,0,0,0,1,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,17,2015-08-25,"2015","25",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22250","3",22,"5/18/2015",0,2,0,0,0,1,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,10,2015-05-18,"2015","18",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22251","3",22,"9/22/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,19,2015-09-22,"2015","22",0.054192473,2.07594990321433,10.060086536,11.6239266226918,10.114279009
"22292","3",30,"9/22/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,19,2015-09-22,"2015","22",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22294","3",30,"8/10/2015",0,0,0,0,0,0,0,0,0,1,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22295","3",30,"7/13/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,14,2015-07-13,"2015","13",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22296","3",30,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,21,2015-10-20,"2015","20",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22298","3",30,"6/1/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,11,2015-06-01,"2015","01",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22299","3",30,"10/5/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,20,2015-10-05,"2015","05",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22300","3",30,"7/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,13,2015-07-02,"2015","02",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22301","3",30,"9/4/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,18,2015-09-04,"2015","04",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22302","3",30,"5/4/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,9,2015-05-04,"2015","04",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22303","3",30,"7/27/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,15,2015-07-27,"2015","27",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22304","3",30,"11/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,22,2015-11-02,"2015","02",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22306","3",30,"8/25/2015",0,0,0,0,0,0,0,0,0,1,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,17,2015-08-25,"2015","25",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22309","3",30,"5/18/2015",0,0,0,0,0,1,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,10,2015-05-18,"2015","18",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22311","3",30,"6/15/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,12,2015-06-15,"2015","15",0.11545353,1.95672507006004,6.216583541,10.0240074804689,6.332037071
"22334","3",35,"10/5/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,20,2015-10-05,"2015","05",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22335","3",35,"8/25/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,17,2015-08-25,"2015","25",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22336","3",35,"4/20/2015",27,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,8,2015-04-20,"2015","20",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22338","3",35,"3/23/2015",0,0,1,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,6,2015-03-23,"2015","23",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22339","3",35,"6/1/2015",0,0,3,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,11,2015-06-01,"2015","01",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22340","3",35,"5/4/2015",3,2,0,0,0,0,0,0,1,1,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,9,2015-05-04,"2015","04",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22341","3",35,"10/20/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,21,2015-10-20,"2015","20",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22342","3",35,"7/27/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,15,2015-07-27,"2015","27",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22343","3",35,"5/18/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,10,2015-05-18,"2015","18",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22344","3",35,"6/15/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,12,2015-06-15,"2015","15",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22345","3",35,"8/10/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22346","3",35,"9/22/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,19,2015-09-22,"2015","22",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22350","3",35,"4/6/2015",0,0,2,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,7,2015-04-06,"2015","06",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22351","3",35,"7/2/2015",0,0,0,0,0,0,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,13,2015-07-02,"2015","02",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22352","3",35,"7/13/2015",0,0,1,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,14,2015-07-13,"2015","13",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22354","3",35,"9/4/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,18,2015-09-04,"2015","04",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22356","3",35,"11/2/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,22,2015-11-02,"2015","02",0.05112942,0.873874704986978,4.096872441,7.81352312307025,4.148001861
"22524","3",57,"5/18/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,10,2015-05-18,"2015","18",0.312431389,3.00886157865105,4.902769497,7.64413838070397,5.215200886
"22525","3",57,"8/25/2015",0,0,0,0,0,1,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,17,2015-08-25,"2015","25",0.312431389,3.00886157865105,4.902769497,7.64413838070397,5.215200886
"22527","3",57,"7/2/2015",0,0,0,0,0,0,0,0,0,1,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,13,2015-07-02,"2015","02",0.312431389,3.00886157865105,4.902769497,7.64413838070397,5.215200886
"22528","3",57,"8/10/2015",0,0,0,0,0,1,0,0,0,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,16,2015-08-10,"2015","10",0.312431389,3.00886157865105,4.902769497,7.64413838070397,5.215200886
"22529","3",57,"5/4/2015",0,0,0,0,0,0,0,0,1,0,"agg",30,156,126,0.807692308,151,277,2.75,47.54298127,41.57719595,0.874518064,9,2015-05-04,"2015","04",0.312431389,3.00886157865105,4.902769497,7.64413838070397,5.215200886
