"","Plot","Patch","X","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month","coordInc"
"11094",17,92,11127,2015,2015-11-04,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,22,"2015-11-04",4,0.072099551,2.14586719056453,15.057732133,15.057732133,10.7479770778473,15.129831684,15.129831684,11,0
"11095",17,92,11136,2015,2015-09-04,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,18,"2015-09-04",4,0.072099551,2.14586719056453,15.057732133,15.057732133,10.7479770778473,15.129831684,15.129831684,9,0
"11096",17,92,11131,2015,2015-04-03,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,7,"2015-04-03",3,0.072099551,2.14586719056453,15.057732133,15.057732133,10.7479770778473,15.129831684,15.129831684,4,0
"11097",17,92,11132,2015,2015-10-05,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,20,"2015-10-05",5,0.072099551,2.14586719056453,15.057732133,15.057732133,10.7479770778473,15.129831684,15.129831684,10,0
"11098",17,92,11122,2014,2014-06-18,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,2,"2014-06-18",18,0.35075882,1.77710382365933,30.54994652,25.682205783,33.773896564466,26.032964603,30.90070534,6,0
"11099",17,92,11140,2015,2015-05-04,0,0,0,0,0,0,0,0,0,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,9,"2015-05-04",4,0.072099551,2.14586719056453,15.057732133,15.057732133,10.7479770778473,15.129831684,15.129831684,5,0
"11100",17,92,11135,2015,2015-07-27,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,15,"2015-07-27",27,0.072099551,2.14586719056453,15.057732133,15.057732133,10.7479770778473,15.129831684,15.129831684,7,0
"11101",17,92,11143,2015,2015-06-01,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,11,"2015-06-01",1,0.072099551,2.14586719056453,15.057732133,15.057732133,10.7479770778473,15.129831684,15.129831684,6,0
"11107",17,93,11154,2015,2015-07-03,0,0,1,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,13,"2015-07-03",3,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,7,0
"11108",17,93,11156,2015,2015-10-21,0,0,0,0,0,1,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,21,"2015-10-21",21,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,10,0
"11109",17,93,11153,2015,2015-08-10,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,16,"2015-08-10",10,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,8,0
"11110",17,93,11163,2015,2015-04-03,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,7,"2015-04-03",3,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,4,0
"11111",17,93,11150,2015,2015-06-01,0,0,3,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,11,"2015-06-01",1,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,6,0
"11112",17,93,11161,2015,2015-09-04,0,0,0,0,0,1,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,18,"2015-09-04",4,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,9,0
"11113",17,93,11152,2015,2015-10-05,0,0,0,0,0,1,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,20,"2015-10-05",5,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,10,0
"11115",17,93,11151,2015,2015-04-20,0,0,0,0,0,0,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,8,"2015-04-20",20,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,4,0
"11116",17,93,11149,2015,2015-07-27,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,15,"2015-07-27",27,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,7,0
"11117",17,93,11144,2014,2014-06-18,0,0,0,0,0,1,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,2,"2014-06-18",18,0.003926991,1.96910639618966,38.256665999,30.352340343,36.3331100928828,30.356267334,38.26059299,6,0
"11118",17,93,11147,2014,2014-08-13,0,0,0,4,0,1,0,0,0,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,4,"2014-08-13",13,0.003926991,1.96910639618966,38.256665999,30.352340343,36.3331100928828,30.356267334,38.26059299,8,0
"11119",17,93,11148,2014,2014-07-17,0,0,0,9,1,1,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,3,"2014-07-17",17,0.003926991,1.96910639618966,38.256665999,30.352340343,36.3331100928828,30.356267334,38.26059299,7,0
"11120",17,93,11159,2015,2015-09-22,0,0,0,0,0,1,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,19,"2015-09-22",22,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,9,0
"11121",17,93,11162,2015,2015-05-04,0,4,2,0,0,0,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,9,"2015-05-04",4,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,5,0
"11122",17,93,11157,2015,2015-03-18,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,6,"2015-03-18",18,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,3,0
"11123",17,93,11158,2015,2015-06-15,0,0,0,0,0,0,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,12,"2015-06-15",15,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,6,0
"11124",17,93,11160,2015,2015-07-13,0,0,1,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,14,"2015-07-13",13,1.511891465,1.84157867074047,10.22996816,8.408629819,8.5394793836053,9.920521284,11.741859625,7,0
"11126",17,94,11166,2014,2014-05-24,0,0,0,0,0,1,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,1,"2014-05-24",24,0.232320777,1.41928503131486,40.962676831,38.671748929,35.9692924816031,38.904069706,41.194997608,5,0
"11127",17,94,11169,2014,2014-08-13,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,4,"2014-08-13",13,0.232320777,1.41928503131486,40.962676831,38.671748929,35.9692924816031,38.904069706,41.194997608,8,0
"11128",17,94,11170,2014,2014-07-17,0,0,0,0,0,1,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,3,"2014-07-17",17,0.232320777,1.41928503131486,40.962676831,38.671748929,35.9692924816031,38.904069706,41.194997608,7,0
"11129",17,94,11179,2015,2015-05-18,0,0,1,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,10,"2015-05-18",18,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,5,0
"11131",17,94,11181,2015,2015-10-21,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,21,"2015-10-21",21,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,10,0
"11132",17,94,11177,2015,2015-04-03,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,7,"2015-04-03",3,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,4,0
"11133",17,94,11182,2015,2015-05-04,0,3,0,0,0,0,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,9,"2015-05-04",4,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,5,0
"11134",17,94,11167,2014,2014-06-18,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,2,"2014-06-18",18,0.232320777,1.41928503131486,40.962676831,38.671748929,35.9692924816031,38.904069706,41.194997608,6,0
"11135",17,94,11176,2015,2015-08-25,0,0,1,0,0,1,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,17,"2015-08-25",25,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,8,0
"11137",17,94,11178,2015,2015-06-15,0,0,0,0,0,0,0,0,0,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,12,"2015-06-15",15,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,6,0
"11138",17,94,11171,2015,2015-07-13,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,14,"2015-07-13",13,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,7,0
"11139",17,94,11180,2015,2015-11-04,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,22,"2015-11-04",4,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,11,0
"11140",17,94,11173,2015,2015-07-27,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,15,"2015-07-27",27,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,7,0
"11141",17,94,11185,2015,2015-09-04,0,0,0,0,0,1,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,18,"2015-09-04",4,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,9,0
"11142",17,94,11175,2015,2015-06-01,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,11,"2015-06-01",1,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,6,0
"11143",17,94,11183,2015,2015-07-03,0,0,0,0,0,0,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,13,"2015-07-03",3,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,7,0
"11144",17,94,11174,2015,2015-10-05,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,20,"2015-10-05",5,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,10,0
"11145",17,94,11187,2015,2015-04-20,1,0,1,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,8,"2015-04-20",20,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,4,0
"11146",17,94,11172,2015,2015-09-22,0,0,0,0,0,1,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,19,"2015-09-22",22,0.881295279,1.84157867074047,9.158449446,8.663648603,8.42002304306245,9.544943882,10.039744725,9,0
"11148",17,95,11192,2014,2014-08-13,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,4,"2014-08-13",13,0.25666812,1.41928503131486,40.069129341,33.6126852,36.2665826488913,33.86935332,40.325797461,8,0
"11149",17,95,11191,2014,2014-07-17,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,3,"2014-07-17",17,0.25666812,1.41928503131486,40.069129341,33.6126852,36.2665826488913,33.86935332,40.325797461,7,0
"11150",17,95,11190,2014,2014-09-11,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,5,"2014-09-11",11,0.25666812,1.41928503131486,40.069129341,33.6126852,36.2665826488913,33.86935332,40.325797461,9,0
"11151",17,95,11189,2014,2014-06-18,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,2,"2014-06-18",18,0.25666812,1.41928503131486,40.069129341,33.6126852,36.2665826488913,33.86935332,40.325797461,6,0
"11188",17,97,11226,2015,2015-07-27,1,0,1,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,15,"2015-07-27",27,0.330809706,2.1491591380045,9.980368624,9.928061106,9.21168698686927,10.258870812,10.31117833,7,0
"11189",17,97,11223,2015,2015-04-03,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,7,"2015-04-03",3,0.330809706,2.1491591380045,9.980368624,9.928061106,9.21168698686927,10.258870812,10.31117833,4,0
"11190",17,97,11217,2014,2014-08-13,0,0,0,0,0,0,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,4,"2014-08-13",13,0.191008833,2.17990022714054,43.816578138,42.875671138,37.4980157300429,43.066679971,44.007586971,8,0
"11192",17,97,11227,2015,2015-08-25,0,1,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,17,"2015-08-25",25,0.330809706,2.1491591380045,9.980368624,9.928061106,9.21168698686927,10.258870812,10.31117833,8,0
"11193",17,97,11228,2015,2015-06-01,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,11,"2015-06-01",1,0.330809706,2.1491591380045,9.980368624,9.928061106,9.21168698686927,10.258870812,10.31117833,6,0
"11194",17,97,11229,2015,2015-03-18,0,0,0,0,0,0,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,6,"2015-03-18",18,0.330809706,2.1491591380045,9.980368624,9.928061106,9.21168698686927,10.258870812,10.31117833,3,0
"11195",17,97,11225,2015,2015-05-18,1,1,1,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,10,"2015-05-18",18,0.330809706,2.1491591380045,9.980368624,9.928061106,9.21168698686927,10.258870812,10.31117833,5,0
"11196",17,97,11224,2015,2015-08-10,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,16,"2015-08-10",10,0.330809706,2.1491591380045,9.980368624,9.928061106,9.21168698686927,10.258870812,10.31117833,8,0
"11199",17,98,11248,2015,2015-05-04,8,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,9,"2015-05-04",4,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,5,0
"11200",17,98,11237,2014,2014-07-17,0,0,0,0,0,1,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,3,"2014-07-17",17,0.098017691,2.08987009161376,45.497565828,45.229745054,39.2388634086162,45.327762745,45.595583519,7,0
"11201",17,98,11246,2015,2015-08-10,1,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,16,"2015-08-10",10,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,8,0
"11203",17,98,11249,2015,2015-04-03,0,0,0,1,0,0,0,0,1,1,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,7,"2015-04-03",3,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,4,0
"11204",17,98,11251,2015,2015-10-05,8,2,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,20,"2015-10-05",5,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,10,0
"11205",17,98,11240,2014,2014-06-18,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,2,"2014-06-18",18,0.098017691,2.08987009161376,45.497565828,45.229745054,39.2388634086162,45.327762745,45.595583519,6,0
"11206",17,98,11242,2015,2015-07-13,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,14,"2015-07-13",13,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,7,0
"11207",17,98,11243,2015,2015-10-21,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,21,"2015-10-21",21,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,10,0
"11208",17,98,11250,2015,2015-03-18,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,6,"2015-03-18",18,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,3,0
"11209",17,98,11245,2015,2015-09-22,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,19,"2015-09-22",22,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,9,0
"11210",17,98,11253,2015,2015-09-04,1,3,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,18,"2015-09-04",4,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,9,0
"11211",17,98,11241,2014,2014-09-11,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,5,"2014-09-11",11,0.098017691,2.08987009161376,45.497565828,45.229745054,39.2388634086162,45.327762745,45.595583519,9,0
"11212",17,98,11239,2014,2014-08-13,0,0,0,0,0,1,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,4,"2014-08-13",13,0.098017691,2.08987009161376,45.497565828,45.229745054,39.2388634086162,45.327762745,45.595583519,8,0
"11215",17,98,11257,2015,2015-06-15,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,12,"2015-06-15",15,0.22682299,1.66095996358941,9.976598712,9.778678375,8.8006524157966,10.005501365,10.203421702,6,0
"11227",17,99,11272,2015,2015-06-15,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,12,"2015-06-15",15,0.019006636,1.6411962097624,10.625494675,10.576014591,9.4061506875537,10.595021227,10.644501311,6,0
"11228",17,99,11273,2015,2015-07-13,0,0,0,0,0,0,0,0,1,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,14,"2015-07-13",13,0.019006636,1.6411962097624,10.625494675,10.576014591,9.4061506875537,10.595021227,10.644501311,7,0
"11229",17,99,11278,2015,2015-08-25,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,17,"2015-08-25",25,0.019006636,1.6411962097624,10.625494675,10.576014591,9.4061506875537,10.595021227,10.644501311,8,0
"11230",17,99,11259,2014,2014-08-13,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,4,"2014-08-13",13,0.008796459,0.589134958823087,50.02216611,49.027852035,40.8259362007068,49.036648494,50.030962569,8,0
"11231",17,99,11276,2015,2015-08-10,0,0,0,0,0,0,0,0,0,0,"agg",90,271,181,0.667896679,267,235,2,52.32158046,21.30558293,0.407204499,16,"2015-08-10",10,0.019006636,1.6411962097624,10.625494675,10.576014591,9.4061506875537,10.595021227,10.644501311,8,0
"11244",2,1,11290,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.028274334,1.10194736719579,1.715859368,1.715859368,2.22703547141332,1.744133702,1.744133702,6,0
"11245",2,1,11286,2015,2015-10-16,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.028274334,1.10194736719579,1.715859368,1.715859368,2.22703547141332,1.744133702,1.744133702,10,0
"11246",2,1,11287,2015,2015-07-22,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.028274334,1.10194736719579,1.715859368,1.715859368,2.22703547141332,1.744133702,1.744133702,7,0
"11248",2,1,11285,2014,2014-08-26,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,3,"2014-08-26",26,0.028274334,1.10194736719579,1.715859368,1.715859368,10.7170059874672,1.744133702,1.744133702,8,0
"11277",2,10,11319,2015,2015-11-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.241195776,1.9813492878113,7.334205129,7.058530374,6.06979679307631,7.29972615,7.575400905,11,0
"11287",2,100,11345,2015,2015-09-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,18,"2015-09-04",4,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,9,0
"11288",2,100,11330,2015,2015-04-30,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,4,0
"11289",2,100,11326,2014,2014-07-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,1,"2014-07-04",4,0.003298672,2.41217681778158,44.937576938,38.046179293,43.722981787213,38.049477965,44.94087561,7,0
"11291",2,100,11328,2014,2014-09-22,1,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,4,"2014-09-22",22,0.003298672,2.41217681778158,44.937576938,38.046179293,43.722981787213,38.049477965,44.94087561,9,0
"11292",2,100,11329,2014,2014-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.003298672,2.41217681778158,44.937576938,38.046179293,43.722981787213,38.049477965,44.94087561,10,0
"11293",2,100,11343,2015,2015-10-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,10,0
"11295",2,100,11340,2015,2015-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,10,0
"11297",2,100,11325,2014,2014-08-26,1,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,3,"2014-08-26",26,0.003298672,2.41217681778158,44.937576938,38.046179293,43.722981787213,38.049477965,44.94087561,8,0
"11298",2,100,11339,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,5,0
"11299",2,100,11334,2015,2015-07-22,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,7,0
"11300",2,100,11341,2015,2015-05-14,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,10,"2015-05-14",14,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,5,0
"11301",2,100,11342,2015,2015-04-03,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,4,0
"11302",2,100,11337,2015,2015-03-20,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,3,0
"11303",2,100,11338,2015,2015-06-24,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,6,0
"11304",2,100,11335,2015,2015-07-08,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,14,"2015-07-08",8,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,7,0
