"","X","Plot","Patch","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month"
"11974",11974,2,167,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,9
"11975",11975,2,167,2015,2015-07-22,0,0,0,0,0,1,0,0,0,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,7
"11976",11976,2,167,2015,2015-08-06,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,8
"11977",11977,2,167,2015,2015-05-27,0,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,5
"11978",11978,2,167,2015,2015-03-20,0,0,0,0,0,0,0,0,0,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,3
"11979",11979,2,167,2015,2015-10-02,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,10
"11980",11980,2,167,2015,2015-04-16,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,4
"11981",11981,2,167,2015,2015-04-03,0,0,0,0,0,1,0,0,0,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,4
"11982",11982,2,167,2015,2015-05-14,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,10,"2015-05-14",14,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,5
"11983",11983,2,167,2015,2015-06-10,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.143256625,1.05807986485393,2.272156886,2.272156886,2.84424903567687,2.415413511,2.415413511,6
"11989",11989,2,168,2015,2015-03-20,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,3
"11990",11990,2,168,2015,2015-08-06,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,8
"11991",11991,2,168,2015,2015-05-14,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,10,"2015-05-14",14,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,5
"11992",11992,2,168,2015,2015-08-18,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,17,"2015-08-18",18,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,8
"11993",11993,2,168,2015,2015-04-16,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,4
"11994",11994,2,168,2015,2015-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,10
"11995",11995,2,168,2015,2015-10-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,10
"11996",11996,2,168,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,9
"11997",11997,2,168,2015,2015-06-24,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,6
"11998",11998,2,168,2015,2015-07-08,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,14,"2015-07-08",8,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,7
"11999",11999,2,168,2015,2015-04-03,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,4
"12000",12000,2,168,2015,2015-11-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,11
"12001",12001,2,168,2015,2015-06-10,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,6
"12002",12002,2,168,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,5
"12003",12003,2,168,2015,2015-04-30,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,4
"12004",12004,2,168,2015,2015-07-22,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,7
"12005",12005,2,168,2015,2015-09-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,18,"2015-09-04",4,0.992429119,0.0671788659084896,1.422984392,1.422984392,2.27627955312183,2.415413511,2.415413511,9
"12011",12011,2,169,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,9
"12012",12012,2,169,2015,2015-08-06,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,8
"12013",12013,2,169,2015,2015-10-16,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,10
"12014",12014,2,169,2015,2015-07-22,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,7
"12015",12015,2,169,2015,2015-08-18,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,17,"2015-08-18",18,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,8
"12016",12016,2,169,2015,2015-10-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,10
"12017",12017,2,169,2015,2015-04-16,0,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,4
"12018",12018,2,169,2015,2015-06-24,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,6
"12019",12019,2,169,2015,2015-11-02,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,11
"12020",12020,2,169,2015,2015-04-30,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,4
"12021",12021,2,169,2015,2015-03-20,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,3
"12022",12022,2,169,2015,2015-07-08,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,14,"2015-07-08",8,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,7
"12023",12023,2,169,2015,2015-04-03,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,4
"12024",12024,2,169,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,5
"12025",12025,2,169,2015,2015-09-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,18,"2015-09-04",4,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,9
"12026",12026,2,169,2015,2015-06-10,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,6
"12027",12027,2,169,2015,2015-05-14,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,10,"2015-05-14",14,0.019870574,0.0671788659084896,2.395542937,2.395542937,3.24584348593395,2.415413511,2.415413511,5
"12033",12033,2,17,2015,2015-07-08,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,14,"2015-07-08",8,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,7
"12034",12034,2,17,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,6
"12035",12035,2,17,2015,2015-06-24,0,0,1,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,6
"12036",12036,2,17,2015,2015-07-22,6,0,1,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,7
"12037",12037,2,17,2015,2015-10-02,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,10
"12038",12038,2,17,2015,2015-04-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,4
"12039",12039,2,17,2015,2015-11-02,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,11
"12040",12040,2,17,2015,2015-04-03,0,0,0,0,0,1,0,1,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,4
"12041",12041,2,17,2015,2015-09-21,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,9
"12042",12042,2,17,2015,2015-04-30,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,4
"12043",12043,2,17,2015,2015-10-16,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,10
"12044",12044,2,17,2015,2015-03-20,0,0,0,0,0,0,0,1,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,3
"12045",12045,2,17,2015,2015-08-06,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,8
"12046",12046,2,17,2015,2015-08-18,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,17,"2015-08-18",18,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,8
"12047",12047,2,17,2015,2015-09-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,18,"2015-09-04",4,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,9
"12048",12048,2,17,2015,2015-05-14,6,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,10,"2015-05-14",14,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,5
"12049",12049,2,17,2015,2015-05-27,0,4,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,1.080707873,2.90200361804238,1.203072907,1.203072907,5.14966818770103,2.28378078,2.28378078,5
"12055",12055,2,170,2015,2015-08-18,5,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,17,"2015-08-18",18,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,8
"12056",12056,2,170,2015,2015-03-20,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,3
"12057",12057,2,170,2015,2015-09-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,18,"2015-09-04",4,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,9
"12058",12058,2,170,2015,2015-04-03,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,4
"12059",12059,2,170,2015,2015-06-24,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,6
"12060",12060,2,170,2015,2015-06-10,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,6
"12061",12061,2,170,2015,2015-05-14,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,10,"2015-05-14",14,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,5
"12062",12062,2,170,2015,2015-07-08,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,14,"2015-07-08",8,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,7
"12063",12063,2,170,2015,2015-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,10
"12064",12064,2,170,2015,2015-11-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,11
"12065",12065,2,170,2015,2015-05-27,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,5
"12066",12066,2,170,2015,2015-08-06,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,8
"12067",12067,2,170,2015,2015-04-30,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,4
"12068",12068,2,170,2015,2015-10-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,10
"12069",12069,2,170,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,9
"12070",12070,2,170,2015,2015-04-16,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,4
"12071",12071,2,170,2015,2015-07-22,0,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.032044245,1.00504975007536,2.383369266,2.383369266,3.22170969055587,2.415413511,2.415413511,7
"12117",12117,2,18,2015,2015-08-18,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,17,"2015-08-18",18,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,8
"12118",12118,2,18,2015,2015-07-08,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,14,"2015-07-08",8,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,7
"12119",12119,2,18,2015,2015-05-14,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,10,"2015-05-14",14,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,5
"12120",12120,2,18,2015,2015-10-02,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,10
"12121",12121,2,18,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,6
"12122",12122,2,18,2015,2015-09-21,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,9
"12123",12123,2,18,2015,2015-04-03,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,4
"12124",12124,2,18,2015,2015-04-30,0,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,4
"12125",12125,2,18,2015,2015-10-16,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,10
"12126",12126,2,18,2015,2015-09-04,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,18,"2015-09-04",4,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,9
"12127",12127,2,18,2015,2015-04-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,4
"12128",12128,2,18,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,5
"12129",12129,2,18,2015,2015-11-02,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,11
"12130",12130,2,18,2015,2015-07-22,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,7
"12131",12131,2,18,2015,2015-06-24,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,6
"12132",12132,2,18,2015,2015-03-20,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,3
"12133",12133,2,18,2015,2015-08-06,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.039741147,1.22607707771885,7.837645352,4.72118544,6.00489536061334,4.760926587,7.877386499,8
"12139",12139,2,19,2015,2015-09-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,18,"2015-09-04",4,0.037384953,1.22607707771885,4.723541634,2.246395827,5.69453873438342,2.28378078,4.760926587,9
